id,application_date,tot_claim_cnt_l180d,disb_bank_loan_wo_tbc,day_sinlastloan
2925476.0,2024-02-13 04:50:37.021000+00:00,6,307403141.0,125
2925477.0,2024-02-13 04:50:44.200000+00:00,3,-3.0,-3
2925478.0,2024-02-13 04:50:37.021000+00:00,6,307403141.0,125
2925479.0,2024-02-13 04:50:44.200000+00:00,3,-3.0,-3
2925480.0,2024-02-13 04:50:57.645000+00:00,3,-3.0,-3
2925481.0,2024-02-13 04:51:05.145000+00:00,-3,-1.0,-1
2925482.0,2024-02-13 04:50:57.645000+00:00,3,-3.0,-3
2925483.0,2024-02-13 04:51:19.872000+00:00,-3,-1.0,-1
2925484.0,2024-02-13 04:51:36.898000+00:00,2,-3.0,187
2925485.0,2024-02-13 04:51:36.898000+00:00,2,-3.0,187
2925486.0,2024-02-13 04:52:01.398000+00:00,2,3767550595.0,369
2925487.0,2024-02-13 04:52:03.602000+00:00,-3,-1.0,-1
2925488.0,2024-02-13 04:52:07.147000+00:00,-3,-1.0,-1
2925489.0,2024-02-13 04:52:11.617000+00:00,-3,-1.0,-1
2925490.0,2024-02-13 04:52:01.398000+00:00,2,3767550595.0,369
2925491.0,2024-02-13 04:52:18.517000+00:00,-3,-1.0,-1
2925492.0,2024-02-13 04:52:35.289000+00:00,1,1374999700.0,156
2925493.0,2024-02-13 04:52:40.644000+00:00,2,3767550595.0,369
2925494.0,2024-02-13 04:52:42.262000+00:00,-3,-1.0,-1
2925495.0,2024-02-13 04:52:42.959000+00:00,13,431182433.0,299
2925496.0,2024-02-13 04:52:49.197000+00:00,-3,-1.0,-1
2925497.0,2024-02-13 04:52:40.644000+00:00,2,3767550595.0,369
2925498.0,2024-02-13 04:52:35.289000+00:00,1,1374999700.0,156
2925499.0,2024-02-13 04:52:53.813000+00:00,-3,-1.0,-1
2925500.0,2024-02-13 04:52:42.959000+00:00,13,431182433.0,299
2925501.0,2024-02-13 04:52:59.357000+00:00,-3,-1.0,-1
2925502.0,2024-02-13 04:53:00.347000+00:00,-3,-1.0,-1
2925503.0,2024-02-13 04:53:11.954000+00:00,13,431182433.0,299
2925504.0,2024-02-13 04:53:15.811000+00:00,1,1374999700.0,156
2925505.0,2024-02-13 04:53:18.998000+00:00,-3,-1.0,-1
2925506.0,2024-02-13 04:53:11.954000+00:00,13,431182433.0,299
2925507.0,2024-02-13 04:53:15.811000+00:00,1,1374999700.0,156
2925508.0,2024-02-13 04:53:41.149000+00:00,4,7045370606.0,553
2925509.0,2024-02-13 04:53:41.149000+00:00,4,7045370606.0,553
2925510.0,2024-02-13 04:54:10.776000+00:00,5,3692414810.0,106
2925511.0,2024-02-13 04:54:18.281000+00:00,-3,-1.0,-1
2925512.0,2024-02-13 04:54:22.112000+00:00,-3,-1.0,-1
2925513.0,2024-02-13 04:54:10.776000+00:00,5,3692414810.0,106
2925514.0,2024-02-13 04:54:49.641000+00:00,2,41667400.0,680
2925515.0,2024-02-13 04:55:03.845000+00:00,150,4348396530.0,159
2925516.0,2024-02-13 04:54:49.641000+00:00,2,41667400.0,680
2925517.0,2024-02-13 04:55:08.802000+00:00,-3,-1.0,-1
2925518.0,2024-02-13 04:55:30.736000+00:00,-3,-1.0,-1
2925519.0,2024-02-13 04:55:40.580000+00:00,-3,-1.0,-1
2925520.0,2024-02-13 04:56:00.336000+00:00,1,-3.0,1356
2925521.0,2024-02-13 04:56:12.376000+00:00,4,7045370606.0,553
2925522.0,2024-02-13 04:56:00.336000+00:00,1,-3.0,1356
2925523.0,2024-02-13 04:56:21.891000+00:00,10,-3.0,-3
2925524.0,2024-02-13 04:56:12.376000+00:00,4,7045370606.0,553
2925525.0,2024-02-13 04:56:26.975000+00:00,-3,-1.0,-1
2925526.0,2024-02-13 04:55:03.845000+00:00,150,4348396530.0,159
2925527.0,2024-02-13 04:56:21.891000+00:00,10,-3.0,-3
2925528.0,2024-02-13 04:56:38.133000+00:00,-3,-1.0,-1
2925529.0,2024-02-13 04:56:39.453000+00:00,-3,-1.0,-1
2925530.0,2024-02-13 04:56:49.252000+00:00,10,-3.0,-3
2925531.0,2024-02-13 04:56:49.845000+00:00,-3,-1.0,-1
2925532.0,2024-02-13 04:56:49.943000+00:00,4,1000000000.0,4
2925533.0,2024-02-13 04:56:51.458000+00:00,-3,-1.0,-1
2925534.0,2024-02-13 04:56:49.252000+00:00,10,-3.0,-3
2925535.0,2024-02-13 04:56:49.943000+00:00,4,1000000000.0,4
2925536.0,2024-02-13 04:57:03.464000+00:00,-3,-1.0,-1
2925537.0,2024-02-13 04:57:18.656000+00:00,-3,-1.0,-1
2925538.0,2024-02-13 04:57:31.286000+00:00,9,136001300.0,29
2925539.0,2024-02-13 04:57:35.923000+00:00,-3,-1.0,-1
2925540.0,2024-02-13 04:57:31.286000+00:00,9,136001300.0,29
2925541.0,2024-02-13 04:57:46.854000+00:00,-3,-1.0,-1
2925542.0,2024-02-13 04:57:57.911000+00:00,9,136001300.0,29
2925543.0,2024-02-13 04:57:57.911000+00:00,9,136001300.0,29
2925544.0,2024-02-13 04:58:45.818000+00:00,-3,-1.0,-1
2925545.0,2024-02-13 04:59:17.213000+00:00,5,1008000000.0,113
2925546.0,2024-02-13 04:59:22.417000+00:00,-3,-1.0,-1
2925547.0,2024-02-13 04:59:23.711000+00:00,-3,-1.0,-1
2925548.0,2024-02-13 04:59:17.213000+00:00,5,1008000000.0,113
2925549.0,2024-02-13 04:59:36.393000+00:00,-3,-1.0,-1
2925550.0,2024-02-13 04:59:47.582000+00:00,5,1008000000.0,113
2925551.0,2024-02-13 04:59:53.736000+00:00,1,-3.0,309
2925552.0,2024-02-13 04:59:47.582000+00:00,5,1008000000.0,113
2925553.0,2024-02-13 04:59:53.736000+00:00,1,-3.0,309
2925554.0,2024-02-13 05:01:23.897000+00:00,-3,-1.0,-1
2925555.0,2024-02-13 05:01:31.328000+00:00,-3,-1.0,-1
2925556.0,2024-02-13 05:01:55.312000+00:00,-3,-1.0,-1
2925557.0,2024-02-13 05:02:01.798000+00:00,-3,-1.0,-1
2925558.0,2024-02-13 05:02:02.608000+00:00,3,-3.0,-3
2925559.0,2024-02-13 05:02:07.174000+00:00,-3,-1.0,-1
2925560.0,2024-02-13 05:01:55.312000+00:00,-3,-1.0,-1
2925561.0,2024-02-13 05:02:13.343000+00:00,-3,-1.0,-1
2925562.0,2024-02-13 05:02:02.608000+00:00,3,-3.0,-3
2925563.0,2024-02-13 05:02:17.847000+00:00,-3,-1.0,-1
2925564.0,2024-02-13 05:02:28.787000+00:00,3,-3.0,-3
2925565.0,2024-02-13 05:02:35.270000+00:00,-3,-1.0,-1
2925566.0,2024-02-13 05:02:28.787000+00:00,3,-3.0,-3
2925567.0,2024-02-13 05:02:35.270000+00:00,-3,-1.0,-1
2925568.0,2024-02-13 05:05:04.543000+00:00,-3,-1.0,-1
2925569.0,2024-02-13 05:05:19.424000+00:00,-3,-1.0,-1
2925570.0,2024-02-13 05:05:25.573000+00:00,7,3225259367.0,173
2925571.0,2024-02-13 05:05:25.573000+00:00,7,3225259367.0,173
2925572.0,2024-02-13 05:06:00.977000+00:00,2,364000000.0,34
2925573.0,2024-02-13 05:06:01.847000+00:00,-3,-1.0,-1
2925574.0,2024-02-13 05:06:05.528000+00:00,-3,-1.0,-1
2925575.0,2024-02-13 05:06:00.977000+00:00,2,364000000.0,34
2925576.0,2024-02-13 05:06:16.410000+00:00,-3,-1.0,-1
2925577.0,2024-02-13 05:06:37.581000+00:00,2,364000000.0,34
2925578.0,2024-02-13 05:06:37.581000+00:00,2,364000000.0,34
2925579.0,2024-02-13 05:07:07.203000+00:00,-3,-1.0,-1
2925580.0,2024-02-13 05:07:10.082000+00:00,-3,-1.0,-1
2925581.0,2024-02-13 05:07:30.791000+00:00,-3,-1.0,-1
2925582.0,2024-02-13 05:07:41.594000+00:00,12,11528774954.0,309
2925583.0,2024-02-13 05:07:48.546000+00:00,7,-3.0,71
2925584.0,2024-02-13 05:07:50.628000+00:00,-3,-1.0,-1
2925585.0,2024-02-13 05:07:41.594000+00:00,12,11528774954.0,309
2925586.0,2024-02-13 05:07:48.546000+00:00,7,-3.0,71
2925587.0,2024-02-13 05:08:22.709000+00:00,150,4348396530.0,159
2925588.0,2024-02-13 05:08:31.931000+00:00,2,-3.0,934
2925589.0,2024-02-13 05:08:33.106000+00:00,-3,-1.0,-1
2925590.0,2024-02-13 05:08:31.931000+00:00,2,-3.0,934
2925591.0,2024-02-13 05:08:44.817000+00:00,-3,-1.0,-1
2925592.0,2024-02-13 05:08:45.807000+00:00,-3,-1.0,-1
2925593.0,2024-02-13 05:08:57.660000+00:00,2,-3.0,934
2925594.0,2024-02-13 05:08:59.148000+00:00,-3,-1.0,-1
2925595.0,2024-02-13 05:08:57.660000+00:00,2,-3.0,934
2925596.0,2024-02-13 05:09:13.171000+00:00,-3,-1.0,-1
2925597.0,2024-02-13 05:09:17.713000+00:00,-3,456374022.0,186
2925598.0,2024-02-13 05:09:24.496000+00:00,-3,-1.0,-1
2925599.0,2024-02-13 05:09:34.385000+00:00,-3,-1.0,-1
2925600.0,2024-02-13 05:09:17.713000+00:00,-3,456374022.0,186
2925601.0,2024-02-13 05:09:36.109000+00:00,-3,-1.0,-1
2925602.0,2024-02-13 05:08:22.709000+00:00,150,4348396530.0,159
2925603.0,2024-02-13 05:09:58.388000+00:00,-3,456374022.0,186
2925604.0,2024-02-13 05:09:59.448000+00:00,-3,-1.0,-1
2925605.0,2024-02-13 05:10:05.943000+00:00,5,11013249426.0,54
2925606.0,2024-02-13 05:09:58.388000+00:00,-3,456374022.0,186
2925607.0,2024-02-13 05:10:05.943000+00:00,5,11013249426.0,54
2925608.0,2024-02-13 05:10:40.902000+00:00,-3,-1.0,-1
2925609.0,2024-02-13 05:10:47.002000+00:00,-3,-1.0,-1
2925610.0,2024-02-13 05:10:40.902000+00:00,-3,-1.0,-1
2925611.0,2024-02-13 05:10:58.163000+00:00,-3,-1.0,-1
2925612.0,2024-02-13 05:11:20.316000+00:00,-3,-1.0,-1
2925613.0,2024-02-13 05:11:20.316000+00:00,-3,-1.0,-1
2925614.0,2024-02-13 05:13:39.766000+00:00,-3,-1.0,-1
2925615.0,2024-02-13 05:14:21.241000+00:00,2,-3.0,-3
2925616.0,2024-02-13 05:14:27.978000+00:00,-3,-1.0,-1
2925617.0,2024-02-13 05:14:21.241000+00:00,2,-3.0,-3
2925618.0,2024-02-13 05:14:38.642000+00:00,-3,-1.0,-1
2925619.0,2024-02-13 05:14:49.380000+00:00,2,-3.0,-3
2925620.0,2024-02-13 05:14:49.380000+00:00,2,-3.0,-3
2925621.0,2024-02-13 05:15:24.782000+00:00,-3,-1.0,-1
2925622.0,2024-02-13 05:15:45.322000+00:00,-3,-1.0,-1
2925623.0,2024-02-13 05:15:56.390000+00:00,4,-3.0,-3
2925624.0,2024-02-13 05:16:01.522000+00:00,-3,-1.0,-1
2925625.0,2024-02-13 05:15:56.390000+00:00,4,-3.0,-3
2925626.0,2024-02-13 05:16:12.825000+00:00,-3,-1.0,-1
2925627.0,2024-02-13 05:16:16.917000+00:00,4,333333500.0,236
2925628.0,2024-02-13 05:16:22.952000+00:00,4,-3.0,-3
2925629.0,2024-02-13 05:16:16.917000+00:00,4,333333500.0,236
2925630.0,2024-02-13 05:16:22.952000+00:00,4,-3.0,-3
2925631.0,2024-02-13 05:16:39.544000+00:00,-3,-1.0,-1
2925632.0,2024-02-13 05:17:20.966000+00:00,-3,-1.0,-1
2925633.0,2024-02-13 05:17:26.425000+00:00,-3,-1.0,-1
2925634.0,2024-02-13 05:17:20.966000+00:00,-3,-1.0,-1
2925635.0,2024-02-13 05:17:37.288000+00:00,-3,-1.0,-1
2925636.0,2024-02-13 05:17:48.255000+00:00,-3,-1.0,-1
2925637.0,2024-02-13 05:17:48.906000+00:00,-3,-1.0,-1
2925638.0,2024-02-13 05:17:49.143000+00:00,-3,-1.0,-1
2925639.0,2024-02-13 05:17:48.255000+00:00,-3,-1.0,-1
2925640.0,2024-02-13 05:18:20.297000+00:00,13,-3.0,13
2925641.0,2024-02-13 05:18:24.802000+00:00,-3,-1.0,-1
2925642.0,2024-02-13 05:18:25.777000+00:00,-3,-1.0,-1
2925643.0,2024-02-13 05:18:31.076000+00:00,1,591134623.0,177
2925644.0,2024-02-13 05:18:20.297000+00:00,13,-3.0,13
2925645.0,2024-02-13 05:18:36.051000+00:00,-3,-1.0,-1
2925646.0,2024-02-13 05:18:38.060000+00:00,-3,-1.0,-1
2925647.0,2024-02-13 05:18:31.076000+00:00,1,591134623.0,177
2925648.0,2024-02-13 05:18:49.577000+00:00,-3,-1.0,-1
2925649.0,2024-02-13 05:18:50.196000+00:00,-3,-1.0,-1
2925650.0,2024-02-13 05:18:57.176000+00:00,2,3369374993.0,50
2925651.0,2024-02-13 05:18:58.229000+00:00,13,-3.0,13
2925652.0,2024-02-13 05:18:58.630000+00:00,-3,-1.0,-1
2925653.0,2024-02-13 05:19:03.547000+00:00,1,591134623.0,177
2925654.0,2024-02-13 05:18:57.176000+00:00,2,3369374993.0,50
2925655.0,2024-02-13 05:18:58.229000+00:00,13,-3.0,13
2925656.0,2024-02-13 05:19:10.014000+00:00,-3,-1.0,-1
2925657.0,2024-02-13 05:19:03.547000+00:00,1,591134623.0,177
2925658.0,2024-02-13 05:19:20.620000+00:00,-3,-1.0,-1
2925659.0,2024-02-13 05:19:20.692000+00:00,2,3369374993.0,50
2925660.0,2024-02-13 05:19:20.692000+00:00,2,3369374993.0,50
2925661.0,2024-02-13 05:19:31.785000+00:00,13,1947640089.0,15
2925662.0,2024-02-13 05:19:31.785000+00:00,13,1947640089.0,15
2925663.0,2024-02-13 05:19:55.544000+00:00,-3,-1.0,-1
2925664.0,2024-02-13 05:20:12.437000+00:00,10,-3.0,4
2925665.0,2024-02-13 05:20:22.589000+00:00,-3,-1.0,-1
2925666.0,2024-02-13 05:20:27.076000+00:00,7,-3.0,370
2925667.0,2024-02-13 05:20:32.133000+00:00,-3,-1.0,-1
2925668.0,2024-02-13 05:20:12.437000+00:00,10,-3.0,4
2925669.0,2024-02-13 05:20:38.749000+00:00,-3,-1.0,-1
2925670.0,2024-02-13 05:20:27.076000+00:00,7,-3.0,370
2925671.0,2024-02-13 05:20:44.029000+00:00,-3,-1.0,-1
2925672.0,2024-02-13 05:20:50.336000+00:00,10,-3.0,4
2925673.0,2024-02-13 05:20:57.585000+00:00,7,-3.0,370
2925674.0,2024-02-13 05:20:59.942000+00:00,-3,-1.0,-1
2925675.0,2024-02-13 05:20:50.336000+00:00,10,-3.0,4
2925676.0,2024-02-13 05:20:57.585000+00:00,7,-3.0,370
2925677.0,2024-02-13 05:21:12.622000+00:00,-3,-1.0,-1
2925678.0,2024-02-13 05:21:34.290000+00:00,-3,-1.0,-1
2925679.0,2024-02-13 05:21:55.160000+00:00,2,-3.0,934
2925680.0,2024-02-13 05:21:55.160000+00:00,2,-3.0,934
2925681.0,2024-02-13 05:22:22.495000+00:00,-3,-1.0,-1
2925682.0,2024-02-13 05:23:20.405000+00:00,-3,-1.0,-1
2925683.0,2024-02-13 05:23:20.583000+00:00,-3,-1.0,-1
2925684.0,2024-02-13 05:23:31.018000+00:00,1,591134623.0,177
2925685.0,2024-02-13 05:23:38.791000+00:00,-3,-1.0,-1
2925686.0,2024-02-13 05:23:31.018000+00:00,1,591134623.0,177
2925687.0,2024-02-13 05:24:02.142000+00:00,7,-3.0,82
2925688.0,2024-02-13 05:24:05.611000+00:00,-3,-1.0,-1
2925689.0,2024-02-13 05:24:09.150000+00:00,-3,-1.0,-1
2925690.0,2024-02-13 05:24:10.303000+00:00,-3,-1.0,-1
2925691.0,2024-02-13 05:24:19.128000+00:00,-3,-1.0,-1
2925692.0,2024-02-13 05:24:02.142000+00:00,7,-3.0,82
2925693.0,2024-02-13 05:24:21.224000+00:00,-3,-1.0,-1
2925694.0,2024-02-13 05:24:10.303000+00:00,-3,-1.0,-1
2925695.0,2024-02-13 05:24:29.737000+00:00,-3,-1.0,-1
2925696.0,2024-02-13 05:24:33.318000+00:00,7,-3.0,82
2925697.0,2024-02-13 05:24:35.334000+00:00,-3,-1.0,-1
2925698.0,2024-02-13 05:24:41.077000+00:00,-3,-1.0,-1
2925699.0,2024-02-13 05:24:33.318000+00:00,7,-3.0,82
2925700.0,2024-02-13 05:24:47.667000+00:00,-3,-1.0,-1
2925701.0,2024-02-13 05:24:41.077000+00:00,-3,-1.0,-1
2925702.0,2024-02-13 05:25:12.579000+00:00,-3,-1.0,-1
2925703.0,2024-02-13 05:25:15.262000+00:00,-3,-1.0,-1
2925704.0,2024-02-13 05:25:44.739000+00:00,-3,-3.0,357
2925705.0,2024-02-13 05:25:45.156000+00:00,-3,-1.0,-1
2925706.0,2024-02-13 05:25:46.787000+00:00,18,1162641874.0,27
2925707.0,2024-02-13 05:25:50.286000+00:00,-3,-1.0,-1
2925708.0,2024-02-13 05:25:59.706000+00:00,-3,-1.0,-1
2925709.0,2024-02-13 05:25:44.739000+00:00,-3,-3.0,357
2925710.0,2024-02-13 05:26:01.789000+00:00,-3,-1.0,-1
2925711.0,2024-02-13 05:25:46.787000+00:00,18,1162641874.0,27
2925712.0,2024-02-13 05:26:17.284000+00:00,-3,-1.0,-1
2925713.0,2024-02-13 05:26:23.765000+00:00,-3,-3.0,357
2925714.0,2024-02-13 05:26:17.284000+00:00,-3,-1.0,-1
2925715.0,2024-02-13 05:26:33.288000+00:00,-3,-1.0,-1
2925716.0,2024-02-13 05:26:23.765000+00:00,-3,-3.0,357
2925717.0,2024-02-13 05:26:41.208000+00:00,8,1361270216.0,421
2925718.0,2024-02-13 05:26:46.822000+00:00,-3,-1.0,-1
2925719.0,2024-02-13 05:26:41.208000+00:00,8,1361270216.0,421
2925720.0,2024-02-13 05:27:04.741000+00:00,2,-3.0,-3
2925721.0,2024-02-13 05:27:11.145000+00:00,-3,-1.0,-1
2925722.0,2024-02-13 05:27:04.741000+00:00,2,-3.0,-3
2925723.0,2024-02-13 05:27:22.538000+00:00,-3,-1.0,-1
2925724.0,2024-02-13 05:27:34.639000+00:00,2,-3.0,-3
2925725.0,2024-02-13 05:27:38.744000+00:00,10,-3.0,4
2925726.0,2024-02-13 05:27:41.686000+00:00,-3,-1.0,-1
2925727.0,2024-02-13 05:27:41.786000+00:00,-3,-1.0,-1
2925728.0,2024-02-13 05:27:42.915000+00:00,-3,-1.0,-1
2925729.0,2024-02-13 05:27:44.432000+00:00,-3,-1.0,-1
2925730.0,2024-02-13 05:27:34.639000+00:00,2,-3.0,-3
2925731.0,2024-02-13 05:27:38.744000+00:00,10,-3.0,4
2925732.0,2024-02-13 05:27:56.034000+00:00,-3,-1.0,-1
2925733.0,2024-02-13 05:27:59.867000+00:00,-3,-1.0,-1
2925734.0,2024-02-13 05:28:10.386000+00:00,10,-3.0,4
2925735.0,2024-02-13 05:28:13.166000+00:00,-3,-1.0,-1
2925736.0,2024-02-13 05:28:14.420000+00:00,1,-3.0,-3
2925737.0,2024-02-13 05:28:19.986000+00:00,-3,-1.0,-1
2925738.0,2024-02-13 05:28:23.518000+00:00,28,4491314039.0,56
2925739.0,2024-02-13 05:28:10.386000+00:00,10,-3.0,4
2925740.0,2024-02-13 05:28:28.169000+00:00,2,1469998800.0,15
2925741.0,2024-02-13 05:28:13.166000+00:00,-3,-1.0,-1
2925742.0,2024-02-13 05:28:31.463000+00:00,-3,-1.0,-1
2925743.0,2024-02-13 05:28:32.317000+00:00,-3,-1.0,-1
2925744.0,2024-02-13 05:28:14.420000+00:00,1,-3.0,-3
2925745.0,2024-02-13 05:28:44.832000+00:00,-3,-1.0,-1
2925746.0,2024-02-13 05:28:23.518000+00:00,28,4491314039.0,56
2925747.0,2024-02-13 05:28:28.169000+00:00,2,1469998800.0,15
2925748.0,2024-02-13 05:28:53.024000+00:00,-3,-1.0,-1
2925749.0,2024-02-13 05:28:44.832000+00:00,-3,-1.0,-1
2925750.0,2024-02-13 05:29:03.815000+00:00,5,707319423.0,223
2925751.0,2024-02-13 05:29:14.940000+00:00,-3,-1.0,-1
2925752.0,2024-02-13 05:29:18.463000+00:00,-3,-1.0,-1
2925753.0,2024-02-13 05:29:03.815000+00:00,5,707319423.0,223
2925754.0,2024-02-13 05:29:27.722000+00:00,-3,-1.0,-1
2925755.0,2024-02-13 05:29:40.077000+00:00,5,707319423.0,223
2925756.0,2024-02-13 05:29:53.023000+00:00,-3,-1.0,-1
2925757.0,2024-02-13 05:29:40.077000+00:00,5,707319423.0,223
2925758.0,2024-02-13 05:29:54.284000+00:00,-3,-1.0,-1
2925759.0,2024-02-13 05:29:59.943000+00:00,2,-3.0,-3
2925760.0,2024-02-13 05:30:04.819000+00:00,-3,-1.0,-1
2925761.0,2024-02-13 05:30:07.727000+00:00,-3,-1.0,-1
2925762.0,2024-02-13 05:29:59.943000+00:00,2,-3.0,-3
2925763.0,2024-02-13 05:30:16.566000+00:00,-3,-1.0,-1
2925764.0,2024-02-13 05:30:24.728000+00:00,3,-3.0,0
2925765.0,2024-02-13 05:30:25.550000+00:00,5,-3.0,-3
2925766.0,2024-02-13 05:30:25.846000+00:00,-3,-1.0,-1
2925767.0,2024-02-13 05:30:28.283000+00:00,2,-3.0,-3
2925768.0,2024-02-13 05:30:33.873000+00:00,-3,-1.0,-1
2925769.0,2024-02-13 05:30:24.728000+00:00,3,-3.0,0
2925770.0,2024-02-13 05:30:36.942000+00:00,-3,-1.0,-1
2925771.0,2024-02-13 05:30:28.283000+00:00,2,-3.0,-3
2925772.0,2024-02-13 05:30:39.245000+00:00,3,-3.0,1700
2925773.0,2024-02-13 05:30:25.550000+00:00,5,-3.0,-3
2925774.0,2024-02-13 05:30:44.863000+00:00,-3,-1.0,-1
2925775.0,2024-02-13 05:30:45.861000+00:00,-3,-1.0,-1
2925776.0,2024-02-13 05:30:48.869000+00:00,3,-3.0,0
2925777.0,2024-02-13 05:30:50.559000+00:00,-3,-1.0,-1
2925778.0,2024-02-13 05:30:51.861000+00:00,-3,-1.0,-1
2925779.0,2024-02-13 05:30:39.245000+00:00,3,-3.0,1700
2925780.0,2024-02-13 05:30:58.146000+00:00,-3,-1.0,-1
2925781.0,2024-02-13 05:30:48.869000+00:00,3,-3.0,0
2925782.0,2024-02-13 05:31:03.223000+00:00,-3,-1.0,-1
2925783.0,2024-02-13 05:31:06.422000+00:00,5,-3.0,-3
2925784.0,2024-02-13 05:31:08.976000+00:00,-3,-1.0,-1
2925785.0,2024-02-13 05:31:09.444000+00:00,3,-3.0,1700
2925786.0,2024-02-13 05:31:06.422000+00:00,5,-3.0,-3
2925787.0,2024-02-13 05:31:09.444000+00:00,3,-3.0,1700
2925788.0,2024-02-13 05:31:23.896000+00:00,-3,-3.0,299
2925789.0,2024-02-13 05:31:29.650000+00:00,-3,-1.0,-1
2925790.0,2024-02-13 05:31:23.896000+00:00,-3,-3.0,299
2925791.0,2024-02-13 05:31:40.797000+00:00,-3,-1.0,-1
2925792.0,2024-02-13 05:31:50.507000+00:00,8,-3.0,51
2925793.0,2024-02-13 05:31:52.059000+00:00,-3,-3.0,299
2925794.0,2024-02-13 05:31:54.163000+00:00,-3,-1.0,-1
2925795.0,2024-02-13 05:31:52.059000+00:00,-3,-3.0,299
2925796.0,2024-02-13 05:31:50.507000+00:00,8,-3.0,51
2925797.0,2024-02-13 05:32:04.984000+00:00,-3,-1.0,-1
2925798.0,2024-02-13 05:32:22.388000+00:00,-3,-1.0,-1
2925799.0,2024-02-13 05:32:24.984000+00:00,-3,-1.0,-1
2925800.0,2024-02-13 05:32:29.438000+00:00,8,-3.0,51
2925801.0,2024-02-13 05:32:29.438000+00:00,8,-3.0,51
2925802.0,2024-02-13 05:32:53.811000+00:00,2,-3.0,-3
2925803.0,2024-02-13 05:32:56.344000+00:00,-3,-1.0,-1
2925804.0,2024-02-13 05:32:57.149000+00:00,-3,-1.0,-1
2925805.0,2024-02-13 05:33:02.749000+00:00,-3,-1.0,-1
2925806.0,2024-02-13 05:32:53.811000+00:00,2,-3.0,-3
2925807.0,2024-02-13 05:33:08.175000+00:00,-3,-1.0,-1
2925808.0,2024-02-13 05:32:56.344000+00:00,-3,-1.0,-1
2925809.0,2024-02-13 05:33:13.711000+00:00,-3,-1.0,-1
2925810.0,2024-02-13 05:33:31.707000+00:00,2,-3.0,-3
2925811.0,2024-02-13 05:33:37.831000+00:00,-3,-1.0,-1
2925812.0,2024-02-13 05:33:31.707000+00:00,2,-3.0,-3
2925813.0,2024-02-13 05:33:37.831000+00:00,-3,-1.0,-1
2925814.0,2024-02-13 05:34:07.378000+00:00,-3,-1.0,-1
2925815.0,2024-02-13 05:34:16.822000+00:00,-3,-1.0,-1
2925816.0,2024-02-13 05:34:47.759000+00:00,-3,-1.0,-1
2925817.0,2024-02-13 05:34:48.761000+00:00,4,1121317.0,70
2925818.0,2024-02-13 05:34:53.499000+00:00,-3,-1.0,-1
2925819.0,2024-02-13 05:34:58.129000+00:00,-3,-1.0,-1
2925820.0,2024-02-13 05:34:48.761000+00:00,4,1121317.0,70
2925821.0,2024-02-13 05:35:04.155000+00:00,-3,-1.0,-1
2925822.0,2024-02-13 05:35:04.664000+00:00,-3,-1.0,-1
2925823.0,2024-02-13 05:34:58.129000+00:00,-3,-1.0,-1
2925824.0,2024-02-13 05:35:15.098000+00:00,-3,-1.0,-1
2925825.0,2024-02-13 05:35:28.151000+00:00,-3,-1.0,-1
2925826.0,2024-02-13 05:35:28.167000+00:00,-3,-1.0,-1
2925827.0,2024-02-13 05:35:28.775000+00:00,4,1121317.0,70
2925828.0,2024-02-13 05:35:29.548000+00:00,-3,-1.0,-1
2925829.0,2024-02-13 05:35:32.271000+00:00,-3,-1.0,-1
2925830.0,2024-02-13 05:35:28.775000+00:00,4,1121317.0,70
2925831.0,2024-02-13 05:35:39.248000+00:00,-3,-1.0,-1
2925832.0,2024-02-13 05:35:29.548000+00:00,-3,-1.0,-1
2925833.0,2024-02-13 05:35:43.149000+00:00,-3,-1.0,-1
2925834.0,2024-02-13 05:35:39.248000+00:00,-3,-1.0,-1
2925835.0,2024-02-13 05:35:54.350000+00:00,-3,-1.0,-1
2925836.0,2024-02-13 05:35:57.485000+00:00,-3,-1.0,-1
2925837.0,2024-02-13 05:35:54.350000+00:00,-3,-1.0,-1
2925838.0,2024-02-13 05:36:09.661000+00:00,12,953687751.0,74
2925839.0,2024-02-13 05:36:09.672000+00:00,6,426275198.0,139
2925840.0,2024-02-13 05:36:15.836000+00:00,-3,-1.0,-1
2925841.0,2024-02-13 05:36:09.672000+00:00,6,426275198.0,139
2925842.0,2024-02-13 05:36:09.661000+00:00,12,953687751.0,74
2925843.0,2024-02-13 05:36:28.514000+00:00,-3,-1.0,-1
2925844.0,2024-02-13 05:36:38.904000+00:00,22,1148778676.0,54
2925845.0,2024-02-13 05:36:43.615000+00:00,12,953687751.0,74
2925846.0,2024-02-13 05:36:44.307000+00:00,-3,-1.0,-1
2925847.0,2024-02-13 05:36:38.904000+00:00,22,1148778676.0,54
2925848.0,2024-02-13 05:36:43.615000+00:00,12,953687751.0,74
2925849.0,2024-02-13 05:36:56.341000+00:00,-3,-1.0,-1
2925850.0,2024-02-13 05:36:59.058000+00:00,-3,-1.0,-1
2925851.0,2024-02-13 05:37:08.694000+00:00,22,1148778676.0,54
2925852.0,2024-02-13 05:37:11.494000+00:00,-3,-1.0,-1
2925853.0,2024-02-13 05:37:08.694000+00:00,22,1148778676.0,54
2925854.0,2024-02-13 05:37:40.622000+00:00,2,250000000.0,84
2925855.0,2024-02-13 05:37:43.505000+00:00,-3,-1.0,-1
2925856.0,2024-02-13 05:37:40.622000+00:00,2,250000000.0,84
